"id";"name"
373504513;"dont-land-on-v10.x"
373504513;"dont-land-on-v12.x"
373504513;"fs"
373503371;"author ready"
373503371;"doc"
373503228;"author ready"
373503228;"doc"
373500079;"author ready"
373500079;"test"
373439349;"author ready"
373439349;"test"
373349376;"author ready"
373349376;"doc"
373320959;"author ready"
373320959;"doc"
373320959;"fast-track"
373301363;"backported-to-v12.x"
373301363;"benchmark"
373286870;"C++"
373286870;"author ready"
373159282;"author ready"
373159282;"doc"
373159282;"meta"
369943911;"stalled"
369942543;"CI / flaky test"
369942543;"test"
369942543;"timers"
369942543;"work in progress (WIP)"
369940432;"C++"
369940432;"author ready"
369940432;"fast-track"
369940432;"fs"
369936691;"CI / flaky test"
369936691;"async_hooks"
369936691;"fast-track"
369936691;"test"
369921528;"C++"
369921528;"author ready"
369921528;"lib / src"
369921528;"performance"
369921528;"worker"
369900344;"readline"
369900344;"semver-major"
369898965;"CI / flaky test"
369898965;"fast-track"
369898965;"process"
369898965;"test"
369895353;"async_hooks"
369895353;"author ready"
369895353;"doc"
369895353;"worker"
369894530;"C++"
369894530;"async_hooks"
369894530;"author ready"
369894530;"lts-watch-v12.x"
369894530;"worker"
369884338;"C++"
369884338;"author ready"
369884338;"worker"
369738318;"test"
369732360;"C++"
369732360;"author ready"
369732360;"worker"
366101701;"C++"
366101701;"backport-open-v12.x"
366101701;"fast-track"
366101701;"worker"
366086425;"C++"
366086425;"author ready"
366086425;"n-api"
366057092;"doc"
366057092;"fast-track"
366057092;"n-api"
366050079;"C++"
365814546;"author ready"
365814546;"doc"
365765153;"build"
365765153;"dont-land-on-v10.x"
365765153;"dont-land-on-v12.x"
365765153;"macos"
365765153;"meta"
365765153;"notable-change"
365765153;"tools"
365733258;"author ready"
365733258;"util"
365732716;"domain"
365732716;"lib / src"
365732716;"readline"
365698720;"build"
365698720;"doc"
365698720;"invalid"
365560020;"blocked"
365560020;"http"
365560020;"whatwg-url"
365542232;"addons"
365542232;"async_hooks"
365542232;"test"
365542232;"v12.x"
365526220;"author ready"
365526220;"http"
365526220;"semver-minor"
361580065;"author ready"
361580065;"notable-change"
361580065;"npm"
361570562;"ES Modules"
361564096;"author ready"
361564096;"doc"
361564096;"http"
361559884;"author ready"
361559884;"test"
361552009;"benchmark"
361552009;"domain"
361483277;"benchmark"
361483277;"dns"
361465624;"author ready"
361465624;"doc"
361465624;"tools"
361458894;"repl"
361385890;"doc"
361385890;"tty"
361385890;"worker"
361179220;"V8 Engine"
361179220;"author ready"
361179220;"dont-land-on-v12.x"
361171682;"readline"
361171682;"repl"
361162964;"author ready"
361162964;"stream"
358510583;"author ready"
358510583;"stream"
358502688;"author ready"
358502688;"doc"
358380863;"tools"
358341759;"author ready"
358341759;"backport-requested-v12.x"
358341759;"stream"
358326927;"author ready"
358326927;"stream"
358293564;"author ready"
358293564;"errors"
358293564;"lts-watch-v12.x"
358234847;"fast-track"
358234847;"test"
358234847;"v12.x"
358209304;"C++"
358209304;"backport-requested-v10.x"
358209304;"lts-watch-v10.x"
358209304;"lts-watch-v12.x"
358209304;"n-api"
358105736;"inspector"
358105736;"test"
358101118;"C++"
358101118;"author ready"
358093295;"author ready"
358093295;"benchmark"
358093295;"crypto"
353662064;"author ready"
353662064;"doc"
353662064;"process"
353451485;"ES Modules"
353451485;"experimental"
353335322;"assert"
353335322;"author ready"
353297646;"semver-major"
353297646;"stream"
353295679;"author ready"
353295679;"repl"
353295679;"review wanted"
353295679;"semver-major"
353292333;"author ready"
353292333;"lib / src"
353292333;"wasi"
353270983;"author ready"
353270983;"benchmark"
353270983;"stream"
353264320;"stream"
353231185;"author ready"
353231185;"test"
353231185;"wasi"
353231185;"wasm"
353225296;"author ready"
353225296;"fast-track"
353225296;"test"
353223849;"stream"
350310764;"author ready"
350310764;"readline"
350310764;"test"
350310405;"module"
350310405;"repl"
350308842;"author ready"
350308842;"fast-track"
350308842;"land-on-v10.x"
350308842;"test"
350308286;"author ready"
350308286;"net"
350274906;"doc"
350274906;"http"
350269355;"C++"
350269355;"author ready"
350243502;"C++"
350243502;"author ready"
350231782;"test"
350230679;"C++"
350230679;"author ready"
350230679;"build"
350230679;"i18n-api"
349803705;"async_hooks"
349803705;"author ready"
349803705;"test"
349754117;"C++"
349754117;"author ready"
349754117;"deprecations"
349754117;"semver-major"
349753619;"V8 Engine"
349753619;"fast-track"
349753619;"tools"
346474025;"C++"
346443334;"author ready"
346443334;"string_decoder"
346436301;"author ready"
346436301;"doc"
346436301;"net"
346422102;"C++"
346422102;"author ready"
346422102;"cares"
346419621;"author ready"
346419621;"fs"
346419621;"readline"
346409112;"author ready"
346409112;"backport-requested-v10.x"
346409112;"lts-watch-v10.x"
346409112;"readline"
346409112;"semver-minor"
346388447;"lib / src"
346380644;"ES Modules"
346380644;"author ready"
346380644;"doc"
346352396;"C++"
346352396;"author ready"
346352396;"http2"
346352396;"land-on-v10.x"
346272719;"V8 Engine"
346272719;"author ready"
346272719;"build"
346272719;"dont-land-on-v12.x"
346232242;"C++"
346232242;"inspector"
346232242;"worker"
346112448;"V8 Engine"
346112448;"dont-land-on-v10.x"
346112448;"dont-land-on-v12.x"
346107361;"C++"
346107361;"ES Modules"
346107361;"author ready"
346063597;"author ready"
346063597;"test"
345937797;"C++"
345937797;"crypto"
345937797;"semver-minor"
345937797;"work in progress (WIP)"
345926166;"author ready"
345926166;"doc"
345920044;"fast-track"
345920044;"meta"
345901058;"invalid"
345901058;"meta"
345880727;"author ready"
345880727;"child_process"
345880727;"doc"
345859191;"author ready"
345859191;"doc"
345859191;"readline"
345835271;"C++"
345835271;"author ready"
345835271;"backport-open-v12.x"
345835271;"lib / src"
345800589;"doc"
345800589;"worker"
345797472;"doc"
345797472;"worker"
345795255;"C++"
345795255;"author ready"
342310436;"author ready"
342310436;"dont-land-on-v12.x"
342310436;"npm"
342281820;"C++"
342281820;"n-api"
342281820;"v10.x"
342168723;"C++"
342168723;"author ready"
342168723;"lib / src"
342086921;"author ready"
342086921;"http"
342086921;"test"
341848657;"author ready"
341848657;"build"
341848657;"doc"
341848314;"CI / flaky test"
341848314;"fs"
341848314;"test"
341846635;"C++"
341846635;"author ready"
341846635;"cli"
341846635;"semver-minor"
341838994;"V8 Engine"
341838994;"build"
341838994;"dont-land-on-v10.x"
341838994;"dont-land-on-v12.x"
341838994;"semver-minor"
341829003;"doc"
341829003;"fast-track"
341823803;"util"
341814264;"author ready"
341814264;"url"
341812886;"build"
341812886;"doc"
339960566;"author ready"
339960566;"child_process"
339960566;"code-and-learn"
339959472;"code-and-learn"
339959472;"test"
339959443;"code-and-learn"
339959443;"perf_hooks"
339958708;"author ready"
339958708;"code-and-learn"
339957482;"author ready"
339957482;"code-and-learn"
339957482;"process"
339955204;"author ready"
339955204;"code-and-learn"
339955204;"events"
339954885;"cluster"
339954885;"code-and-learn"
339954855;"author ready"
339954855;"code-and-learn"
339954855;"process"
339954599;"author ready"
339954599;"code-and-learn"
339954599;"tools"
339953946;"async_hooks"
339953946;"code-and-learn"
339953633;"author ready"
339953633;"code-and-learn"
339953633;"stream"
339953370;"code-and-learn"
339953370;"test"
336530192;"author ready"
336530192;"doc"
336530192;"http"
336510965;"author ready"
336510965;"doc"
336510965;"n-api"
336333941;"code-and-learn"
336333941;"test"
336333941;"whatwg-url"
336298810;"crypto"
336139548;"cluster"
336139548;"code-and-learn"
336106687;"author ready"
336106687;"doc"
336074083;"doc"
336074083;"dont-land-on-v10.x"
336074083;"dont-land-on-v12.x"
336074083;"tools"
336074083;"tsc-agenda"
336061102;"C++"
336061102;"lib / src"
336020753;"C++"
336020753;"author ready"
336020753;"lib / src"
336018519;"buffer"
336018519;"code-and-learn"
336012715;"author ready"
336012715;"doc"
336012715;"notable-change"
336012715;"v8 module"
335983746;"backported-to-v12.x"
335983746;"i18n-api"
331254025;"build"
331254025;"v12.x"
331248578;"http"
331248578;"https"
331248578;"notable-change"
331227089;"C++"
331227089;"n-api"
331227089;"v12.x"
331192929;"addons"
331192929;"author ready"
331192929;"test"
331132634;"C++"
331011711;"V8 Engine"
331011711;"build"
331010165;"V8 Engine"
331010165;"build"
331004762;"C++"
331004762;"discuss"
331004762;"semver-major"
330994341;"lib / src"
330955238;"repl"
330921833;"lib / src"
330899861;"build"
330899861;"meta"
326630172;"author ready"
326630172;"doc"
326630172;"fast-track"
326630172;"http"
326555486;"author ready"
326555486;"doc"
326509251;"C++"
326509251;"regression"
326504659;"crypto"
326499426;"author ready"
326499426;"land-on-v10.x"
326499426;"net"
326490742;"author ready"
326490742;"doc"
326476432;"C++"
326476432;"crypto"
326476432;"lib / src"
326476432;"semver-minor"
326454796;"ES Modules"
326454796;"author ready"
326404855;"fast-track"
326404855;"fs"
326250009;"author ready"
326250009;"doc"
326250009;"fs"
326237617;"author ready"
326237617;"fs"
326237617;"semver-major"
326151347;"V8 Engine"
326151347;"dont-land-on-v10.x"
326151347;"dont-land-on-v12.x"
322507624;"author ready"
322507624;"dgram"
322507624;"doc"
322500101;"author ready"
322500101;"tools"
322439003;"C++"
322439003;"ES Modules"
322439003;"author ready"
322431800;"C++"
322431800;"ES Modules"
322431800;"author ready"
322431800;"cli"
322427572;"V8 Engine"
322395388;"author ready"
322395388;"semver-major"
322395388;"stream"
322393300;"author ready"
322392799;"blocked"
322392799;"doc"
322392799;"stream"
322388988;"author ready"
322388988;"semver-major"
322388988;"stream"
322385895;"dont-land-on-v10.x"
322385895;"dont-land-on-v12.x"
322385895;"stream"
322366135;"author ready"
322366135;"dont-land-on-v10.x"
322366135;"dont-land-on-v12.x"
322366135;"fast-track"
322366135;"stream"
322347052;"build"
322347052;"work in progress (WIP)"
318568529;"timers"
318524433;"author ready"
318524433;"dont-land-on-v10.x"
318524433;"fast-track"
318524433;"tools"
318501689;"author ready"
318501689;"fast-track"
318501689;"lib / src"
318444677;"review wanted"
318444677;"semver-major"
318444677;"util"
318325591;"author ready"
318325591;"dont-land-on-v10.x"
318325591;"http"
318325591;"http_parser"
318325591;"semver-major"
318301682;"fast-track"
318301682;"inspector"
318301682;"test"
318301682;"worker"
318301634;"C++"
318301634;"V8 Platform"
318301634;"author ready"
318063836;"build"
318063836;"confirmed-bug"
318063836;"lib / src"
318062174;"Python"
318062174;"V8 Engine"
318014852;"CI / flaky test"
318014852;"fast-track"
318014852;"inspector"
318014852;"test"
317986652;"C++"
317986652;"author ready"
317970893;"http"
317970893;"semver-major"
313795574;"author ready"
313795574;"npm"
313787294;"build"
313787294;"doc"
313787294;"meta"
313787294;"npm"
313787294;"v12.x"
313729346;"ES Modules"
313729346;"modules-agenda"
313703441;"doc"
313703441;"stream"
313657669;"Python"
313657669;"install"
313657669;"tools"
313657669;"windows"
313603644;"build"
313603644;"cares"
313603644;"doc"
313603644;"http_parser"
313603644;"libuv"
313603644;"npm"
313603644;"openssl"
313550029;"author ready"
313550029;"perf_hooks"
313464213;"Python"
313464213;"build"
313464213;"tools"
313459232;"Python"
313459232;"build"
313459232;"fast-track"
313459232;"tools"
313438543;"Python"
313438543;"build"
313438543;"fast-track"
313348304;"C++"
313348304;"child_process"
313338112;"meta"
309709431;"http"
309679150;"author ready"
309679150;"doc"
309679150;"tls"
309676220;"author ready"
309676220;"doc"
309676220;"https"
309668794;"author ready"
309668794;"doc"
309668794;"http"
309648963;"author ready"
309648963;"doc"
309648963;"http2"
309625052;"author ready"
309625052;"doc"
309625052;"http2"
309622027;"author ready"
309622027;"doc"
309622027;"http2"
309590923;"author ready"
309590923;"console"
309590923;"semver-major"
309495601;"author ready"
309495601;"dont-land-on-v10.x"
309495601;"http"
309495601;"notable-change"
309486642;"dont-land-on-v10.x"
309486642;"fast-track"
309486642;"lib / src"
309397420;"author ready"
309397420;"doc"
309393513;"V8 Engine"
309393513;"build"
309393513;"semver-minor"
309393513;"v12.x"
306713571;"author ready"
306713571;"console"
306660937;"author ready"
306660937;"errors"
306479826;"stream"
306443220;"build"
306437562;"C++"
306437562;"n-api"
306437562;"semver-minor"
306437562;"work in progress (WIP)"
306405085;"test"
306371369;"http"
306290899;"semver-major"
306290899;"stream"
306288362;"author ready"
306288362;"stream"
306281022;"fs"
306281022;"notable-change"
306281022;"semver-minor"
306268021;"doc"
306268021;"stream"
306267571;"dont-land-on-v10.x"
306267571;"lib / src"
303497389;"author ready"
303497389;"cli"
303497389;"doc"
303467227;"lib / src"
303439956;"C++"
303439956;"author ready"
303439956;"lib / src"
303439956;"regression"
303412923;"net"
303411995;"net"
303411995;"stalled"
303401447;"addons"
303401447;"author ready"
303401447;"doc"
303390191;"C++"
303390191;"lib / src"
303390095;"doc"
303390095;"n-api"
303383999;"V8 Engine"
303383999;"backported-to-v12.x"
303383999;"build"
303383999;"semver-major"
303068244;"C++"
303068244;"author ready"
303068244;"report"
303068244;"semver-minor"
303055700;"assert"
303055700;"author ready"
303055700;"doc"
302996121;"author ready"
302996121;"http2"
302960382;"freebsd"
302960382;"test"
302756009;"C++"
302756009;"author ready"
302756009;"errors"
302704209;"C++"
302704209;"tls"
302704209;"v10.x"
302677697;"author ready"
302677697;"fast-track"
302677697;"http2"
302677697;"test"
302604863;"author ready"
302604863;"test"
302603386;"author ready"
302603386;"test"
302283303;"author ready"
302283303;"doc"
302272509;"work in progress (WIP)"
302223636;"build"
302198279;"C++"
302184801;"n-api"
302184801;"test"
302109901;"deprecations"
302109901;"doc"
302109901;"notable-change"
299425369;"fs"
299387494;"author ready"
299387494;"errors"
299387494;"experimental"
299387494;"security"
299352326;"fs"
299352326;"semver-major"
299324827;"C++"
299324827;"author ready"
299322696;"fs"
299184457;"author ready"
299184457;"errors"
299184457;"experimental"
299184457;"module"
299073454;"C++"
299073454;"inspector"
299061303;"author ready"
299061303;"cli"
299061303;"doc"
298962945;"author ready"
298962945;"build"
298962945;"readline"
298915137;"semver-major"
298915137;"stream"
298911148;"build"
298911148;"work in progress (WIP)"
298867662;"stream"
295612353;"C++"
295612353;"n-api"
295547222;"npm"
295530679;"V8 Engine"
295511979;"author ready"
295511979;"doc"
295511979;"stream"
295456959;"aix"
295456959;"author ready"
295456959;"test"
295456959;"tools"
295251535;"http"
295178287;"author ready"
295178287;"doc"
295178287;"stream"
295120564;"author ready"
295120564;"doc"
295120564;"stream"
295116542;"C++"
295116542;"author ready"
295083356;"crypto"
295083356;"doc"
295081316;"http2"
295074694;"author ready"
295074694;"dont-land-on-v12.x"
295074694;"semver-major"
295074694;"stream"
292422804;"build"
292257480;"author ready"
292257480;"build"
292178915;"npm"
292153195;"tools"
292151515;"buffer"
292151515;"discuss"
292151515;"notable-change"
292151515;"security"
292151515;"semver-minor"
292013723;"http2"
291997885;"author ready"
291997885;"tools"
291978139;"C++"
291978139;"author ready"
291978139;"report"
291778563;"author ready"
291778563;"doc"
291778563;"fast-track"
291778563;"stream"
291750323;"author ready"
291750323;"doc"
291750323;"process"
291742025;"CI / flaky test"
291742025;"author ready"
291742025;"freebsd"
291742025;"http"
291742025;"test"
291707783;"C++"
291707783;"n-api"
291707783;"review wanted"
290038364;"C++"
290038364;"author ready"
290038364;"crypto"
289990630;"author ready"
289990630;"crypto"
289966187;"async_hooks"
289966187;"author ready"
289966187;"test"
289965780;"assert"
289965780;"author ready"
289965780;"doc"
289944824;"doc"
289944824;"process"
289944824;"promises"
289941881;"C++"
289941881;"author ready"
289941881;"domain"
289941881;"util"
289941856;"async_hooks"
289941856;"author ready"
289941856;"test"
289936558;"author ready"
289936558;"doc"
289936558;"n-api"
289913841;"lib / src"
289908741;"CI / flaky test"
289908741;"author ready"
289908741;"fast-track"
289908741;"inspector"
289908741;"test"
289908741;"worker"
289901542;"async_hooks"
289901542;"author ready"
289901542;"test"
289901469;"async_hooks"
289901469;"author ready"
289901469;"test"
286709689;"author ready"
286709689;"worker"
286669882;"C++"
286669882;"author ready"
286669882;"http2"
286653129;"author ready"
286653129;"doc"
286653129;"worker"
286642037;"tls"
286586148;"author ready"
286586148;"cli"
286586148;"doc"
286475683;"cluster"
286475683;"dont-land-on-v12.x"
286475683;"errors"
286475683;"semver-major"
286470001;"author ready"
286470001;"test"
286469274;"author ready"
286469274;"test"
286403806;"author ready"
286403806;"doc"
286403806;"zlib"
286402206;"dgram"
286399021;"doc"
286399021;"zlib"
286389099;"lib / src"
284287181;"http"
284287181;"http2"
284287181;"semver-minor"
284274021;"stream"
284250591;"author ready"
284250591;"test"
284250591;"tls"
284155708;"author ready"
284155708;"net"
284100505;"author ready"
284100505;"test"
284100505;"worker"
284054758;"events"
284054758;"semver-minor"
283950348;"author ready"
283950348;"build"
283950348;"mips"
283950348;"openssl"
283852250;"promises"
283852250;"readline"
283827173;"semver-minor"
283827173;"stream"
283818034;"author ready"
283818034;"http2"
283817003;"C++"
283817003;"http_parser"
283817003;"review wanted"
283817003;"v10.x"
282094639;"author ready"
282094639;"test"
282057097;"C++"
282057097;"author ready"
282057097;"inspector"
282053947;"child_process"
282053947;"semver-major"
282027603;"author ready"
282027603;"doc"
282027603;"module"
282027603;"review wanted"
282024445;"C++"
282024445;"author ready"
282024445;"n-api"
282022255;"ES Modules"
282022255;"experimental"
282022255;"lib / src"
282022255;"semver-minor"
282022255;"wasm"
281975441;"C++"
281975441;"author ready"
281975441;"os"
281877439;"child_process"
281756159;"author ready"
281756159;"tty"
281739301;"author ready"
281739301;"doc"
281739301;"notable-change"
281722445;"C++"
281722445;"tls"
281715138;"assert"
281715138;"author ready"
278864243;"author ready"
278864243;"doc"
278864243;"meta"
278862793;"author ready"
278862793;"doc"
278843170;"C++"
278838599;"C++"
278838599;"author ready"
278838599;"lib / src"
278838599;"semver-major"
278772027;"author ready"
278772027;"doc"
278772027;"meta"
278765541;"child_process"
278718435;"author ready"
278718435;"events"
278711307;"timers"
278692708;"build"
278692708;"doc"
278692708;"meta"
278692708;"tools"
278692044;"author ready"
278692044;"console"
278500423;"author ready"
278500423;"tools"
278487773;"author ready"
278487773;"backported-to-v12.x"
278487773;"semver-major"
278487773;"util"
278475975;"C++"
278475975;"author ready"
278475975;"inspector"
278475975;"process"
278466209;"build"
278466209;"windows"
278447435;"author ready"
278447435;"http2"
278416588;"brotli"
278416588;"meta"
278416588;"notable-change"
278416588;"semver-minor"
278416588;"v10.x"
278416588;"zlib"
278395753;"author ready"
278395753;"tools"
278380185;"author ready"
278380185;"doc"
278269186;"assert"
278269186;"author ready"
278269186;"review wanted"
278266646;"author ready"
278266646;"lib / src"
278252459;"ES Modules"
278252459;"author ready"
278252459;"module"
278252459;"review wanted"
278251864;"author ready"
278251864;"http"
278248755;"assert"
278248755;"author ready"
278248755;"backport-requested-v10.x"
278248755;"lts-watch-v10.x"
278234962;"author ready"
278234962;"review wanted"
278234962;"tools"
275574711;"author ready"
275574711;"doc"
275543674;"author ready"
275543674;"tools"
275538822;"author ready"
275538822;"build"
275538822;"openssl"
275536372;"author ready"
275536372;"build"
275536372;"openssl"
275520401;"cares"
275520401;"v10.x"
275440334;"C++"
275440334;"lib / src"
275440334;"review wanted"
275435465;"C++"
275435465;"author ready"
275435465;"lib / src"
275434458;"author ready"
275434458;"doc"
275415460;"C++"
275415460;"author ready"
275415460;"backport-requested-v10.x"
275415460;"lib / src"
275415460;"lts-watch-v10.x"
275415460;"semver-minor"
275397048;"V8 Engine"
275397048;"author ready"
275397048;"build"
275283301;"C++"
